source_number,destination_number,timestamp,duration,cell_tower_id,call_type,call_status,Phone Number,Error,Country,Carrier,Line Type,Anomaly
91016664108,91155950828,2025-02-25 12:23:30,154,TOWER-7250,inbound,failed,91016664108,Invalid number,,,,True
91746734449,91486069790,2025-01-31 08:17:25,998,TOWER-3368,inbound,failed,91746734449,Invalid number,,,,True
91118265307,91109818804,2025-01-31 09:43:43,122,TOWER-3368,inbound,busy,91118265307,,India (Republic of),,special_services,True
91180537454,91910369500,2025-01-30 18:36:37,676,TOWER-2646,outbound,missed,91180537454,Invalid number,,,,True
91869768137,91938762311,2025-02-10 00:23:14,646,TOWER-8436,outbound,busy,91869768137,Invalid number,,,,True
91823971039,91486069790,2025-02-10 20:08:58,16,TOWER-7836,inbound,busy,91823971039,Invalid number,,,,True
91948226685,91162676380,2025-02-23 11:48:13,1316,TOWER-9804,inbound,completed,91948226685,Invalid number,,,,True
91706093439,91888047832,2025-02-19 18:30:08,405,TOWER-2447,outbound,failed,91706093439,Invalid number,,,,True
91010423766,91274583333,2025-02-01 05:36:02,561,TOWER-7252,inbound,busy,91010423766,Invalid number,,,,True
91074779691,91093354349,2025-02-12 18:25:35,22,TOWER-8745,outbound,failed,91074779691,Invalid number,,,,True
91325719509,91109818804,2025-02-02 02:39:14,1162,TOWER-9799,outbound,busy,91325719509,Invalid number,,,,True
91010423766,91977781126,2025-02-14 12:27:34,23,TOWER-2447,outbound,completed,91010423766,Invalid number,,,,True
91912359223,91499685553,2025-02-03 04:03:42,1387,TOWER-3368,outbound,completed,91912359223,Invalid number,,,,True
91152956886,91258299691,2025-02-21 16:40:15,1340,TOWER-2558,inbound,completed,91152956886,,India (Republic of),,special_services,True
91554696347,91770840544,2025-02-20 21:56:05,78,TOWER-8962,inbound,failed,91554696347,Invalid number,,,,True
91734094973,91459965242,2025-02-17 07:03:20,1057,TOWER-7250,inbound,completed,91734094973,Invalid number,,,,True
91706093439,91013666000,2025-02-07 14:25:05,307,TOWER-2664,outbound,busy,91706093439,Invalid number,,,,True
91118265307,91060061130,2025-02-07 06:40:22,1155,TOWER-0416,outbound,busy,91118265307,,India (Republic of),,special_services,True
91472692306,91950534019,2025-02-12 18:45:39,1304,TOWER-3368,inbound,failed,91472692306,Invalid number,,,,True
91527891532,91971575747,2025-02-20 03:59:31,1019,TOWER-7252,inbound,busy,91527891532,Invalid number,,,,True
91050290071,91571943445,2025-02-02 13:52:08,1533,TOWER-2558,inbound,busy,91050290071,Invalid number,,,,True
91285560473,91162676380,2025-02-02 13:07:16,1089,TOWER-0343,inbound,busy,91285560473,Invalid number,,,,True
91864467366,91020818905,2025-02-05 21:28:45,459,TOWER-9799,outbound,completed,91864467366,Invalid number,,,,True
91382987465,91941577339,2025-02-03 10:28:58,83,TOWER-0343,outbound,failed,91382987465,Invalid number,,,,True
91957135257,91551570251,2025-02-27 11:27:08,25,TOWER-4475,inbound,failed,91957135257,Invalid number,,,,True
91948226685,91180620389,2025-02-27 12:51:46,255,TOWER-2664,inbound,completed,91948226685,Invalid number,,,,True
91180537454,91774310980,2025-02-12 15:21:56,1611,TOWER-8436,outbound,failed,91180537454,Invalid number,,,,True
91078503364,91160394347,2025-01-31 03:13:21,1706,TOWER-4475,outbound,completed,91078503364,Invalid number,,,,True
91702398682,91188956017,2025-02-05 12:10:32,679,TOWER-2447,outbound,failed,91702398682,Invalid number,,,,True
91074779691,91499685553,2025-02-20 16:38:55,940,TOWER-7836,outbound,completed,91074779691,Invalid number,,,,True
91702398682,91268564657,2025-02-16 01:18:56,1444,TOWER-3368,outbound,missed,91702398682,Invalid number,,,,True
91163187366,91428812855,2025-02-22 19:38:09,1704,TOWER-8436,outbound,missed,91163187366,,India (Republic of),,special_services,True
91676478817,91486069790,2025-02-13 07:02:35,1187,TOWER-8436,outbound,failed,91676478817,Invalid number,,,,True
91446159772,91618066388,2025-02-13 14:12:09,456,TOWER-7836,outbound,busy,91446159772,Invalid number,,,,True
91863592639,91175306339,2025-02-08 03:25:42,1080,TOWER-7836,inbound,missed,91863592639,Invalid number,,,,True
91325719509,91971575747,2025-02-15 19:46:27,876,TOWER-2664,inbound,busy,91325719509,Invalid number,,,,True
91451563883,91938762311,2025-02-20 11:55:32,202,TOWER-2878,outbound,busy,91451563883,Invalid number,,,,True
91676478817,91700660589,2025-02-23 01:54:26,305,TOWER-6743,outbound,missed,91676478817,Invalid number,,,,True
91242410971,91362942518,2025-02-01 00:46:42,738,TOWER-6743,inbound,completed,91242410971,Invalid number,,,,True
91676478817,91020818905,2025-02-13 22:09:10,1530,TOWER-8962,outbound,completed,91676478817,Invalid number,,,,True
91702398682,91977781126,2025-01-30 08:43:42,232,TOWER-4475,outbound,missed,91702398682,Invalid number,,,,True
91325719509,91922352744,2025-01-29 00:25:13,1371,TOWER-8745,outbound,failed,91325719509,Invalid number,,,,True
91118265307,91030893175,2025-02-21 21:32:59,1170,TOWER-0343,outbound,busy,91118265307,,India (Republic of),,special_services,True
91331845717,91912268086,2025-02-02 07:39:08,1421,TOWER-9804,outbound,completed,91331845717,Invalid number,,,,True
91674140661,91755286330,2025-02-11 19:56:20,766,TOWER-8436,outbound,failed,91674140661,Invalid number,,,,True
91050290071,91151262274,2025-02-06 14:00:59,1479,TOWER-7836,outbound,completed,91050290071,Invalid number,,,,True
91485229393,91008493749,2025-02-09 00:14:12,1587,TOWER-7250,outbound,busy,91485229393,Invalid number,,,,True
91431650287,91843877383,2025-02-15 22:08:47,946,TOWER-4475,inbound,busy,91431650287,Invalid number,,,,True
91016664108,91060061130,2025-02-06 22:02:29,1273,TOWER-7250,outbound,missed,91016664108,Invalid number,,,,True
91702398682,91700660589,2025-02-01 15:09:29,1487,TOWER-9804,inbound,missed,91702398682,Invalid number,,,,True
91866579349,91424031237,2025-02-11 23:18:18,1451,TOWER-2664,outbound,failed,91866579349,Invalid number,,,,True
91676478817,91260979439,2025-02-21 15:55:03,1409,TOWER-3368,outbound,busy,91676478817,Invalid number,,,,True
91706093439,91785327985,2025-02-13 16:13:31,363,TOWER-6743,inbound,missed,91706093439,Invalid number,,,,True
91010423766,91093354349,2025-01-30 16:36:41,1033,TOWER-7250,inbound,missed,91010423766,Invalid number,,,,True
91676879970,91869192714,2025-02-08 04:47:01,950,TOWER-0709,inbound,completed,91676879970,Invalid number,,,,True
91869768137,91020818905,2025-02-13 02:28:01,195,TOWER-8680,inbound,completed,91869768137,Invalid number,,,,True
91010423766,91728462960,2025-01-30 17:18:30,930,TOWER-9799,outbound,failed,91010423766,Invalid number,,,,True
91451563883,91711691478,2025-02-14 17:05:47,1030,TOWER-7836,inbound,completed,91451563883,Invalid number,,,,True
91010423766,91195698358,2025-02-02 21:00:08,1151,TOWER-6743,outbound,missed,91010423766,Invalid number,,,,True
91554696347,91729711560,2025-02-27 13:22:12,612,TOWER-0343,inbound,busy,91554696347,Invalid number,,,,True
91010423766,91922352744,2025-02-26 04:49:13,1167,TOWER-6743,inbound,missed,91010423766,Invalid number,,,,True
91676879970,91354102572,2025-02-03 08:20:46,982,TOWER-9804,outbound,completed,91676879970,Invalid number,,,,True
91845820336,91030893175,2025-02-05 19:26:12,340,TOWER-8962,inbound,busy,91845820336,Invalid number,,,,True
91863592639,91180620389,2025-02-10 09:25:19,698,TOWER-9804,outbound,failed,91863592639,Invalid number,,,,True
91382987465,91910369500,2025-02-07 07:18:18,561,TOWER-6743,inbound,busy,91382987465,Invalid number,,,,True
91691578554,91155950828,2025-01-30 13:04:10,333,TOWER-7250,outbound,missed,91691578554,Invalid number,,,,True
91446159772,91188956017,2025-02-20 17:21:18,1334,TOWER-9804,inbound,busy,91446159772,Invalid number,,,,True
91446159772,91887649006,2025-01-31 11:39:44,562,TOWER-2646,inbound,completed,91446159772,Invalid number,,,,True
91746734449,91188956017,2025-02-21 05:07:00,716,TOWER-2558,inbound,missed,91746734449,Invalid number,,,,True
91746734449,91100852361,2025-02-18 12:16:09,1212,TOWER-7252,outbound,failed,91746734449,Invalid number,,,,True
91734094973,91088262760,2025-02-03 15:14:12,1501,TOWER-8962,inbound,completed,91734094973,Invalid number,,,,True
91382987465,91278174520,2025-01-29 20:23:35,168,TOWER-7836,inbound,busy,91382987465,Invalid number,,,,True
91912359223,91311282257,2025-02-10 11:32:10,1065,TOWER-7836,inbound,missed,91912359223,Invalid number,,,,True
91576792380,91182176017,2025-02-22 19:35:15,619,TOWER-8745,outbound,busy,91576792380,Invalid number,,,,True
91691578554,91151262274,2025-02-11 10:12:09,1493,TOWER-2664,outbound,failed,91691578554,Invalid number,,,,True
91382987465,91278174520,2025-02-02 05:05:27,553,TOWER-7252,outbound,missed,91382987465,Invalid number,,,,True
91078503364,91093354349,2025-02-06 11:59:35,130,TOWER-9804,inbound,missed,91078503364,Invalid number,,,,True
91576792380,91008493749,2025-02-22 21:59:35,1335,TOWER-2646,inbound,failed,91576792380,Invalid number,,,,True
91285560473,91082297503,2025-02-08 02:57:00,313,TOWER-2878,inbound,completed,91285560473,Invalid number,,,,True
91078503364,91685618913,2025-02-26 02:26:30,1473,TOWER-9804,outbound,completed,91078503364,Invalid number,,,,True
91863592639,91938762311,2025-02-14 12:25:18,686,TOWER-8436,inbound,completed,91863592639,Invalid number,,,,True
91823971039,91875297870,2025-02-12 00:09:08,1196,TOWER-0343,outbound,completed,91823971039,Invalid number,,,,True
91948226685,91038762030,2025-02-17 10:37:27,591,TOWER-2646,outbound,completed,91948226685,Invalid number,,,,True
91446159772,91313900839,2025-02-09 20:31:41,1531,TOWER-7250,inbound,missed,91446159772,Invalid number,,,,True
91232251077,91312630315,2025-02-03 20:42:34,1606,TOWER-7252,inbound,busy,91232251077,Invalid number,,,,True
91863592639,91916105741,2025-02-01 08:36:33,139,TOWER-2447,outbound,completed,91863592639,Invalid number,,,,True
91446159772,91100852361,2025-02-25 11:01:42,1591,TOWER-9804,inbound,failed,91446159772,Invalid number,,,,True
91285560473,91486069790,2025-02-11 15:38:16,1302,TOWER-0343,inbound,completed,91285560473,Invalid number,,,,True
91331845717,91107373761,2025-02-10 20:08:42,1646,TOWER-2558,inbound,busy,91331845717,Invalid number,,,,True
91232251077,91938762311,2025-02-24 08:23:21,370,TOWER-7252,inbound,completed,91232251077,Invalid number,,,,True
91746734449,91685618913,2025-02-19 07:49:22,633,TOWER-9799,outbound,missed,91746734449,Invalid number,,,,True
91869768137,91038762030,2025-02-21 22:05:06,983,TOWER-7252,outbound,missed,91869768137,Invalid number,,,,True
91163187366,91784109986,2025-02-19 07:52:53,1287,TOWER-2447,inbound,failed,91163187366,,India (Republic of),,special_services,True
91331845717,91889836493,2025-02-01 17:37:06,497,TOWER-7250,inbound,busy,91331845717,Invalid number,,,,True
91979454762,91846491188,2025-02-24 16:26:35,930,TOWER-8962,outbound,missed,91979454762,Invalid number,,,,True
91798315670,91002023437,2025-01-31 10:44:58,98,TOWER-2447,inbound,missed,91798315670,Invalid number,,,,True
91576792380,91082297503,2025-02-04 03:03:56,1218,TOWER-7252,outbound,completed,91576792380,Invalid number,,,,True
91010423766,91551570251,2025-02-23 06:08:42,865,TOWER-4475,inbound,missed,91010423766,Invalid number,,,,True
91325719509,91774310980,2025-02-14 01:46:51,1238,TOWER-8436,inbound,failed,91325719509,Invalid number,,,,True
91944766690,91474062984,2025-02-12 09:05:28,788,TOWER-7250,outbound,busy,91944766690,Invalid number,,,,True
91864467366,91107373761,2025-02-14 07:32:26,987,TOWER-6743,outbound,busy,91864467366,Invalid number,,,,True
91674140661,91910369500,2025-02-20 02:23:34,1084,TOWER-2447,outbound,completed,91674140661,Invalid number,,,,True
91866579349,91222681581,2025-02-07 00:12:38,1536,TOWER-6743,inbound,busy,91866579349,Invalid number,,,,True
91734094973,91232045117,2025-02-26 00:10:59,559,TOWER-2447,outbound,missed,91734094973,Invalid number,,,,True
91016664108,91875297870,2025-01-31 12:36:55,1737,TOWER-9804,outbound,missed,91016664108,Invalid number,,,,True
91676879970,91729711560,2025-02-04 12:13:28,55,TOWER-9799,outbound,missed,91676879970,Invalid number,,,,True
91549474292,91388880979,2025-02-22 07:23:40,1335,TOWER-0709,outbound,busy,91549474292,Invalid number,,,,True
91331845717,91311282257,2025-02-17 08:30:05,1785,TOWER-0343,inbound,completed,91331845717,Invalid number,,,,True
91955764011,91226801915,2025-02-22 05:06:59,1077,TOWER-8680,inbound,missed,91955764011,Invalid number,,,,True
91798315670,91941577339,2025-02-20 04:20:49,1631,TOWER-0416,inbound,missed,91798315670,Invalid number,,,,True
91050290071,91459965242,2025-02-02 23:04:40,1510,TOWER-9804,inbound,failed,91050290071,Invalid number,,,,True
91864467366,91964479475,2025-02-19 10:09:53,1181,TOWER-3368,outbound,completed,91864467366,Invalid number,,,,True
91768278949,91887649006,2025-01-30 15:33:08,1591,TOWER-4475,outbound,failed,91768278949,Invalid number,,,,True
91955764011,91353551452,2025-02-16 09:12:31,963,TOWER-9799,outbound,failed,91955764011,Invalid number,,,,True
91446159772,91950534019,2025-02-20 15:54:25,646,TOWER-3368,inbound,completed,91446159772,Invalid number,,,,True
91472692306,91603411815,2025-02-12 04:13:42,319,TOWER-7252,inbound,failed,91472692306,Invalid number,,,,True
91979454762,91226801915,2025-02-03 08:43:30,1127,TOWER-9804,outbound,failed,91979454762,Invalid number,,,,True
91367415202,91992982642,2025-02-27 17:09:19,515,TOWER-8745,outbound,missed,91367415202,Invalid number,,,,True
91674140661,91499685553,2025-01-29 09:22:13,1542,TOWER-8962,inbound,missed,91674140661,Invalid number,,,,True
91863592639,91875297870,2025-02-01 20:26:45,105,TOWER-8745,inbound,missed,91863592639,Invalid number,,,,True
91845820336,91261767154,2025-02-09 10:39:44,1674,TOWER-3368,inbound,missed,91845820336,Invalid number,,,,True
91869768137,91242131879,2025-02-10 17:18:50,264,TOWER-0709,outbound,failed,91869768137,Invalid number,,,,True
91549474292,91356901943,2025-01-30 06:23:53,596,TOWER-9804,inbound,completed,91549474292,Invalid number,,,,True
91691578554,91784109986,2025-02-16 20:29:08,114,TOWER-7252,inbound,busy,91691578554,Invalid number,,,,True
91382987465,91888047832,2025-02-11 21:53:24,1276,TOWER-9799,outbound,missed,91382987465,Invalid number,,,,True
91074779691,91082297503,2025-02-15 02:32:22,1133,TOWER-9799,inbound,missed,91074779691,Invalid number,,,,True
91163187366,91226801915,2025-02-27 00:35:39,64,TOWER-7836,outbound,failed,91163187366,,India (Republic of),,special_services,True
91527891532,91887649006,2025-02-19 14:12:17,1760,TOWER-6743,outbound,failed,91527891532,Invalid number,,,,True
91549474292,91700660589,2025-02-23 22:38:33,144,TOWER-7250,inbound,missed,91549474292,Invalid number,,,,True
91527891532,91312630315,2025-02-14 11:54:26,1130,TOWER-8436,inbound,busy,91527891532,Invalid number,,,,True
91676879970,91950534019,2025-02-21 08:43:24,428,TOWER-8680,outbound,missed,91676879970,Invalid number,,,,True
91285560473,91278174520,2025-02-23 13:33:09,1569,TOWER-0416,outbound,missed,91285560473,Invalid number,,,,True
91955764011,91088262760,2025-02-02 00:02:46,1535,TOWER-4475,outbound,missed,91955764011,Invalid number,,,,True
91367415202,91992982642,2025-02-02 11:32:11,685,TOWER-8680,outbound,failed,91367415202,Invalid number,,,,True
91944766690,91002023437,2025-01-31 00:44:08,1114,TOWER-7252,outbound,busy,91944766690,Invalid number,,,,True
91746734449,91479713237,2025-02-05 05:02:00,1346,TOWER-8962,inbound,busy,91746734449,Invalid number,,,,True
91367415202,91175306339,2025-01-28 19:59:26,401,TOWER-7250,inbound,missed,91367415202,Invalid number,,,,True
91050290071,91618066388,2025-02-06 04:03:51,714,TOWER-8745,inbound,busy,91050290071,Invalid number,,,,True
91152956886,91888047832,2025-02-07 18:06:59,238,TOWER-2664,inbound,failed,91152956886,,India (Republic of),,special_services,True
91325719509,91242131879,2025-02-05 06:14:10,1664,TOWER-7252,outbound,missed,91325719509,Invalid number,,,,True
91864467366,91912268086,2025-02-01 13:52:51,611,TOWER-2558,inbound,failed,91864467366,Invalid number,,,,True
91232251077,91261767154,2025-02-26 02:40:04,1629,TOWER-2878,inbound,completed,91232251077,Invalid number,,,,True
91702398682,91060061130,2025-02-20 12:40:20,236,TOWER-2447,inbound,failed,91702398682,Invalid number,,,,True
91232251077,91869192714,2025-02-05 14:44:17,670,TOWER-0343,outbound,busy,91232251077,Invalid number,,,,True
91869768137,91506139251,2025-02-08 15:01:50,739,TOWER-9804,inbound,missed,91869768137,Invalid number,,,,True
91331845717,91813786686,2025-02-03 09:12:37,1641,TOWER-9799,inbound,busy,91331845717,Invalid number,,,,True
91798315670,91971575747,2025-02-16 22:03:51,1444,TOWER-2558,outbound,busy,91798315670,Invalid number,,,,True
91163187366,91160394347,2025-02-02 05:45:56,1110,TOWER-0709,inbound,failed,91163187366,,India (Republic of),,special_services,True
91746734449,91180620389,2025-02-08 18:51:17,99,TOWER-7250,inbound,busy,91746734449,Invalid number,,,,True
91674140661,91195698358,2025-02-06 00:57:44,276,TOWER-3368,outbound,completed,91674140661,Invalid number,,,,True
91912359223,91685618913,2025-01-29 15:52:13,23,TOWER-0709,inbound,busy,91912359223,Invalid number,,,,True
91869768137,91260979439,2025-02-07 12:13:21,726,TOWER-3368,outbound,completed,91869768137,Invalid number,,,,True
91527891532,91603411815,2025-02-25 00:55:27,460,TOWER-7250,outbound,completed,91527891532,Invalid number,,,,True
91016664108,91182176017,2025-02-12 19:35:16,490,TOWER-7250,inbound,failed,91016664108,Invalid number,,,,True
91472692306,91479713237,2025-01-30 12:54:11,205,TOWER-2558,outbound,busy,91472692306,Invalid number,,,,True
91527891532,91109818804,2025-02-07 07:18:39,458,TOWER-7252,outbound,busy,91527891532,Invalid number,,,,True
91746734449,91002023437,2025-02-01 00:58:28,1697,TOWER-6743,inbound,completed,91746734449,Invalid number,,,,True
91746734449,91354102572,2025-02-05 12:52:47,487,TOWER-8680,inbound,failed,91746734449,Invalid number,,,,True
91948226685,91258299691,2025-02-08 10:15:48,1151,TOWER-8745,inbound,failed,91948226685,Invalid number,,,,True
91118265307,91155950828,2025-02-25 17:00:01,1113,TOWER-9799,outbound,missed,91118265307,,India (Republic of),,special_services,True
91869768137,91030893175,2025-02-20 05:31:25,989,TOWER-7250,inbound,completed,91869768137,Invalid number,,,,True
91549474292,91175306339,2025-02-19 00:17:48,766,TOWER-8436,inbound,completed,91549474292,Invalid number,,,,True
91957135257,91643206484,2025-02-15 12:13:32,243,TOWER-2646,inbound,missed,91957135257,Invalid number,,,,True
91798315670,91637146915,2025-01-30 04:19:25,1296,TOWER-0343,inbound,busy,91798315670,Invalid number,,,,True
91866579349,91506139251,2025-02-24 02:35:45,1096,TOWER-4475,inbound,busy,91866579349,Invalid number,,,,True
91472692306,91151262274,2025-02-18 20:19:39,420,TOWER-9804,inbound,completed,91472692306,Invalid number,,,,True
91554696347,91711691478,2025-02-02 18:50:28,1039,TOWER-7836,inbound,busy,91554696347,Invalid number,,,,True
91118265307,91353551452,2025-02-20 12:52:13,526,TOWER-0416,inbound,missed,91118265307,,India (Republic of),,special_services,True
91798315670,91166448397,2025-02-24 11:10:41,1410,TOWER-7836,inbound,busy,91798315670,Invalid number,,,,True
91367415202,91060061130,2025-02-23 03:23:54,1158,TOWER-6743,outbound,missed,91367415202,Invalid number,,,,True
91823971039,91938762311,2025-02-05 00:34:39,118,TOWER-7836,inbound,failed,91823971039,Invalid number,,,,True
91472692306,91313900839,2025-02-18 03:53:22,1537,TOWER-7836,inbound,failed,91472692306,Invalid number,,,,True
91591058627,91643206484,2025-02-27 07:55:55,1670,TOWER-2646,inbound,busy,91591058627,Invalid number,,,,True
91446159772,91182176017,2025-02-15 15:25:56,676,TOWER-2447,outbound,missed,91446159772,Invalid number,,,,True
91845820336,91222681581,2025-02-26 00:54:23,807,TOWER-2646,outbound,failed,91845820336,Invalid number,,,,True
91554696347,91100852361,2025-02-05 21:57:33,649,TOWER-9804,outbound,failed,91554696347,Invalid number,,,,True
91979454762,91912268086,2025-02-04 09:20:16,1029,TOWER-2558,outbound,busy,91979454762,Invalid number,,,,True
91446159772,91388880979,2025-02-19 02:55:57,175,TOWER-4475,outbound,missed,91446159772,Invalid number,,,,True
91163187366,91938762311,2025-01-31 19:15:16,1443,TOWER-2558,inbound,busy,91163187366,,India (Republic of),,special_services,True
91431650287,91700660589,2025-02-02 21:44:26,288,TOWER-0416,inbound,missed,91431650287,Invalid number,,,,True
91676879970,91700660589,2025-02-08 01:35:10,1520,TOWER-2878,outbound,failed,91676879970,Invalid number,,,,True
91472692306,91082297503,2025-02-13 14:54:39,1412,TOWER-6743,outbound,busy,91472692306,Invalid number,,,,True
91451563883,91109818804,2025-02-12 12:51:12,818,TOWER-6743,inbound,missed,91451563883,Invalid number,,,,True
91948226685,91166448397,2025-02-05 07:07:28,706,TOWER-3368,inbound,failed,91948226685,Invalid number,,,,True
91948226685,91571943445,2025-02-03 16:02:33,199,TOWER-8436,inbound,busy,91948226685,Invalid number,,,,True
91823971039,91242131879,2025-02-14 06:16:02,270,TOWER-0709,inbound,busy,91823971039,Invalid number,,,,True
91367415202,91160394347,2025-02-09 11:05:57,258,TOWER-7252,inbound,completed,91367415202,Invalid number,,,,True
91944766690,91888047832,2025-02-07 05:46:06,1347,TOWER-0416,inbound,busy,91944766690,Invalid number,,,,True
91242410971,91551570251,2025-01-30 09:51:07,1704,TOWER-0416,outbound,busy,91242410971,Invalid number,,,,True
91768278949,91428812855,2025-02-24 13:55:25,693,TOWER-2646,outbound,failed,91768278949,Invalid number,,,,True
91706093439,91353551452,2025-02-23 05:49:15,383,TOWER-0343,inbound,failed,91706093439,Invalid number,,,,True
91768278949,91486069790,2025-01-28 21:08:46,229,TOWER-7252,inbound,missed,91768278949,Invalid number,,,,True
91866579349,91889836493,2025-02-20 16:44:28,344,TOWER-7252,outbound,completed,91866579349,Invalid number,,,,True
91180537454,91155950828,2025-02-19 22:40:16,1488,TOWER-7250,outbound,completed,91180537454,Invalid number,,,,True
91863592639,91499685553,2025-02-01 05:15:19,221,TOWER-0709,inbound,failed,91863592639,Invalid number,,,,True
91944766690,91950534019,2025-02-02 18:48:48,694,TOWER-9799,outbound,missed,91944766690,Invalid number,,,,True
91864467366,91082297503,2025-02-12 11:32:47,1326,TOWER-2558,outbound,failed,91864467366,Invalid number,,,,True
91746734449,91571943445,2025-01-31 13:23:08,1500,TOWER-2447,inbound,failed,91746734449,Invalid number,,,,True
91706093439,91313900839,2025-02-02 07:23:10,882,TOWER-3368,inbound,completed,91706093439,Invalid number,,,,True
91367415202,91261767154,2025-02-08 12:34:36,370,TOWER-4475,outbound,completed,91367415202,Invalid number,,,,True
91957135257,91551570251,2025-02-15 09:55:42,626,TOWER-7250,outbound,missed,91957135257,Invalid number,,,,True
91325719509,91324401966,2025-02-02 21:39:54,724,TOWER-0416,inbound,failed,91325719509,Invalid number,,,,True
91180537454,91222681581,2025-01-31 11:42:51,1740,TOWER-2558,outbound,failed,91180537454,Invalid number,,,,True
91869768137,91922352744,2025-02-04 15:44:00,1691,TOWER-3368,inbound,failed,91869768137,Invalid number,,,,True
91118265307,91443615369,2025-01-29 12:56:21,1186,TOWER-8436,inbound,completed,91118265307,,India (Republic of),,special_services,True
91074779691,91922352744,2025-02-09 23:18:22,7,TOWER-2558,outbound,completed,91074779691,Invalid number,,,,True
91472692306,91941577339,2025-02-23 17:14:28,829,TOWER-7252,inbound,busy,91472692306,Invalid number,,,,True
91734094973,91057249236,2025-02-19 10:34:17,1792,TOWER-9799,inbound,missed,91734094973,Invalid number,,,,True
91431650287,91107373761,2025-02-03 08:34:12,1305,TOWER-7250,inbound,busy,91431650287,Invalid number,,,,True
91979454762,91618066388,2025-02-02 09:53:51,1760,TOWER-9799,inbound,completed,91979454762,Invalid number,,,,True
91676478817,91160394347,2025-02-08 00:46:09,932,TOWER-8962,outbound,missed,91676478817,Invalid number,,,,True
91549474292,91093354349,2025-02-21 17:40:09,976,TOWER-0343,inbound,completed,91549474292,Invalid number,,,,True
91152956886,91922352744,2025-02-01 22:00:06,338,TOWER-6743,outbound,failed,91152956886,,India (Republic of),,special_services,True
91010423766,91180620389,2025-02-26 22:38:38,1169,TOWER-2878,inbound,busy,91010423766,Invalid number,,,,True
91074779691,91618066388,2025-01-29 00:48:40,724,TOWER-0416,inbound,failed,91074779691,Invalid number,,,,True
91446159772,91774310980,2025-02-12 04:03:16,844,TOWER-7252,outbound,busy,91446159772,Invalid number,,,,True
91706093439,91700660589,2025-02-11 22:38:27,685,TOWER-8680,inbound,missed,91706093439,Invalid number,,,,True
91382987465,91711691478,2025-02-20 20:08:28,807,TOWER-0709,outbound,busy,91382987465,Invalid number,,,,True
91746734449,91784109986,2025-02-10 04:58:59,1421,TOWER-8680,outbound,busy,91746734449,Invalid number,,,,True
91676478817,91869192714,2025-02-23 14:38:28,1483,TOWER-7252,outbound,completed,91676478817,Invalid number,,,,True
91163187366,91428812855,2025-02-16 22:03:23,1138,TOWER-8745,outbound,busy,91163187366,,India (Republic of),,special_services,True
91691578554,91261767154,2025-02-18 01:39:52,263,TOWER-2646,outbound,completed,91691578554,Invalid number,,,,True
91823971039,91728462960,2025-01-29 22:13:06,1748,TOWER-0343,inbound,completed,91823971039,Invalid number,,,,True
91331845717,91869192714,2025-02-20 23:07:39,1529,TOWER-8436,outbound,completed,91331845717,Invalid number,,,,True
91163187366,91968002102,2025-02-19 23:47:02,48,TOWER-2646,outbound,completed,91163187366,,India (Republic of),,special_services,True
91242410971,91151262274,2025-01-28 20:11:31,1406,TOWER-0709,inbound,completed,91242410971,Invalid number,,,,True
91676879970,91843877383,2025-02-22 19:26:38,159,TOWER-2646,inbound,completed,91676879970,Invalid number,,,,True
91485229393,91030893175,2025-02-06 11:25:35,89,TOWER-3368,inbound,missed,91485229393,Invalid number,,,,True
91866579349,91968002102,2025-02-22 12:36:30,998,TOWER-6743,outbound,failed,91866579349,Invalid number,,,,True
91472692306,91182176017,2025-02-07 02:44:20,1122,TOWER-8436,inbound,missed,91472692306,Invalid number,,,,True
91163187366,91242131879,2025-02-01 05:32:07,903,TOWER-8680,inbound,missed,91163187366,,India (Republic of),,special_services,True
91734094973,91506139251,2025-02-25 06:58:31,1632,TOWER-4475,inbound,failed,91734094973,Invalid number,,,,True
91706093439,91278174520,2025-02-07 22:50:19,1306,TOWER-8436,inbound,missed,91706093439,Invalid number,,,,True
91382987465,91107373761,2025-02-07 21:51:15,771,TOWER-8962,outbound,busy,91382987465,Invalid number,,,,True
91676879970,91443615369,2025-02-05 10:49:05,1154,TOWER-8962,outbound,busy,91676879970,Invalid number,,,,True
91674140661,91274583333,2025-02-11 05:00:03,1328,TOWER-8962,outbound,busy,91674140661,Invalid number,,,,True
91010423766,91164399435,2025-02-16 04:00:39,1241,TOWER-8436,outbound,busy,91010423766,Invalid number,,,,True
91367415202,91057249236,2025-02-24 01:13:04,1119,TOWER-8962,inbound,completed,91367415202,Invalid number,,,,True
91163187366,91134114040,2025-02-01 15:57:37,1253,TOWER-2447,inbound,completed,91163187366,,India (Republic of),,special_services,True
91549474292,91785327985,2025-02-06 11:39:46,1394,TOWER-4475,inbound,missed,91549474292,Invalid number,,,,True
91734094973,91755286330,2025-02-07 18:21:14,832,TOWER-2558,outbound,busy,91734094973,Invalid number,,,,True
91485229393,91911794680,2025-02-24 18:37:05,1377,TOWER-2664,inbound,failed,91485229393,Invalid number,,,,True
91325719509,91916105741,2025-02-25 19:45:48,1497,TOWER-6743,outbound,failed,91325719509,Invalid number,,,,True
91549474292,91260979439,2025-02-22 17:45:11,1261,TOWER-2664,outbound,busy,91549474292,Invalid number,,,,True
91979454762,91313900839,2025-02-22 10:24:48,773,TOWER-2878,outbound,failed,91979454762,Invalid number,,,,True
